"","GID","GeneID"
"84684","84684","INSM2"
"123099","123099","DEGS2"
"11280","11280","SCN11A"
"732275","732275","LINC00917"
"378","378","ARF4"
"4735","4735","SEPTIN2"
"11259","11259","FILIP1L"
"84879","84879","MFSD2A"
"1841","1841","DTYMK"
"6890","6890","TAP1"
"84289","84289","ING5"
"23192","23192","ATG4B"
"624","624","BDKRB2"
"197259","197259","MLKL"
"8418","8418","CMAHP"
"55159","55159","RFWD3"
"4543","4543","MTNR1A"
"93107","93107","KCNG4"
"399","399","RHOH"
"377007","377007","KLHL30"
"91949","91949","COG7"
"51362","51362","CDC40"
"10963","10963","STIP1"
"6338","6338","SCNN1B"
"55806","55806","HR"
"84203","84203","TXNDC2"
"11031","11031","RAB31"
"80346","80346","REEP4"
"7148","7148","TNXB"
"203190","203190","LGI3"
"6440","6440","SFTPC"
"649","649","BMP1"
"11273","11273","ATXN2L"
"9796","9796","PHYHIP"
"256309","256309","CCDC110"
"661","661","POLR3D"
"2237","2237","FEN1"
"8436","8436","CAVIN2"
"23255","23255","MTCL1"
"2637","2637","GBX2"
"148738","148738","HJV"
"124790","124790","HEXIM2"
"2339","2339","FNTA"
"347735","347735","SERINC2"
"4632","4632","MYL1"
"60684","60684","TRAPPC11"
"1128","1128","CHRM1"
"1281","1281","COL3A1"
"2675","2675","GFRA2"
"3622","3622","ING2"
"55602","55602","CDKN2AIP"
"154007","154007","SNRNP48"
"79064","79064","TMEM223"
"6575","6575","SLC20A2"
"1418","1418","CRYGA"
"83657","83657","DYNLRB2"
"79089","79089","TMUB2"
"11086","11086","ADAM29"
"6774","6774","STAT3"
"90204","90204","ZSWIM1"
"8754","8754","ADAM9"
"8749","8749","ADAM18"
"2668","2668","GDNF"
"135656","135656","MUCL3"
"164237","164237","WFDC13"
"8313","8313","AXIN2"
"4725","4725","NDUFS5"
"200403","200403","VWA3B"
"90075","90075","ZNF30"
"167127","167127","UGT3A2"
"157638","157638","LRATD2"
"753","753","LDLRAD4"
"146212","146212","KCTD19"
"9122","9122","SLC16A4"
"3575","3575","IL7R"
"29100","29100","TMEM208"
"53353","53353","LRP1B"
"128488","128488","WFDC12"
"10768","10768","AHCYL1"
"134218","134218","DNAJC21"
"11142","11142","PKIG"
"255743","255743","NPNT"
"766","766","CA7"
"51252","51252","FAM178B"
"64591","64591","TSPY2"
"54910","54910","SEMA4C"
"26505","26505","CNNM3"
"2948","2948","GSTM4"
"54790","54790","TET2"
"80319","80319","CXXC4"
"79867","79867","TCTN2"
"6474","6474","SHOX2"
"9677","9677","PPIP5K1"
"10098","10098","TSPAN5"
"116236","116236","ABHD15"
"9925","9925","ZBTB5"
"54921","54921","CHTF8"
"161823","161823","ADAL"
"9836","9836","LCMT2"
"6645","6645","SNTB2"
"3592","3592","IL12A"
"22847","22847","ZNF507"
"53407","53407","STX18"
"27065","27065","NSG1"
"166793","166793","ZBTB49"
"85476","85476","GFM1"
"392309","392309","OR13J1"
"3354","3354","HTR1E"
"56884","56884","FSTL5"
"100616668","100616668","TPTE2P5"
"55308","55308","DDX19A"
"84913","84913","ATOH8"
"54851","54851","ANKRD49"
"6439","6439","SFTPB"
"10713","10713","USP39"
"79155","79155","TNIP2"
"388969","388969","C2orf68"
"129303","129303","TMEM150A"
"51255","51255","RNF181"
"10791","10791","VAMP5"
"10917","10917","BTNL3"
"123355","123355","LRRC28"
"4144","4144","MAT2A"
"255189","255189","PLA2G4F"
"375704","375704","ENHO"
"57507","57507","ZNF608"
"80723","80723","SLC35G2"
"3635","3635","INPP5D"
"3954","3954","LETM1"
"1504","1504","CTRB1"
"440387","440387","CTRB2"
"57093","57093","TRIM49"
"92305","92305","TMEM129"
"5480","5480","PPIC"
"10251","10251","SPRY3"
"153241","153241","CEP120"
"29091","29091","STXBP6"
"79853","79853","TM4SF20"
"56947","56947","MFF"
"2915","2915","GRM5"
"3965","3965","LGALS9"
"10815","10815","CPLX1"
"221749","221749","PXDC1"
"27036","27036","SIGLEC7"
"23620","23620","NTSR2"
"1876","1876","E2F6"
"10116","10116","FEM1B"
"54951","54951","COMMD8"
"521","521","ATP5ME"
"7386","7386","UQCRFS1"
"84179","84179","SLC49A3"
"1285","1285","COL4A3"
"5604","5604","MAP2K1"
"5650","5650","KLK7"
"5370","5370","PMCHL2"
"3187","3187","HNRNPH1"
"3667","3667","IRS1"
"4204","4204","MECP2"
"51481","51481","VCX3A"
"65110","65110","UPF3A"
"79740","79740","ZBBX"
"345651","345651","ACTBL2"
"4920","4920","ROR2"
"23629","23629","BRD7P3"
"367","367","AR"
"254778","254778","VXN"
"79663","79663","HSPBAP1"
"293","293","SLC25A6"
"113189","113189","CHST14"
"25849","25849","PARM1"
"53944","53944","CSNK1G1"
"90362","90362","FAM110B"
"84632","84632","AFAP1L2"
"6940","6940","ZNF354A"
"22809","22809","ATF5"
"7336","7336","UBE2V2"
"137362","137362","GOT1L1"
"23099","23099","ZBTB43"
"126129","126129","CPT1C"
"255738","255738","PCSK9"
"23214","23214","XPO6"
"146395","146395","GSG1L"
"4330","4330","MN1"
"27301","27301","APEX2"
"197370","197370","NSMCE1"
"90693","90693","CCDC126"
"3596","3596","IL13"
"26533","26533","OR10G3"
"5865","5865","RAB3B"
"343169","343169","OR6F1"
"10421","10421","CD2BP2"
"284654","284654","RSPO1"
"10636","10636","RGS14"
"26000","26000","TBC1D10B"
"10960","10960","LMAN2"
"148823","148823","GCSAML"
"53917","53917","RAB24"
"27166","27166","PRELID1"
"7059","7059","THBS3"
"11238","11238","CA5B"
"55974","55974","SLC50A1"
"1942","1942","EFNA1"
"3627","3627","CXCL10"
"23117","23117","NPIPB3"
"79628","79628","SH3TC2"
"6373","6373","CXCL11"
"8233","8233","ZRSR2"
"51068","51068","NMD3"
"154","154","ADRB2"
"8706","8706","B3GALNT1"
"114787","114787","GPRIN1"
"8988","8988","HSPB3"
"7881","7881","KCNAB1"
"65008","65008","MRPL1"
"126669","126669","SHE"
"190","190","NR0B1"
"55276","55276","PGM2"
"202374","202374","STK32A"
"11141","11141","IL1RAPL1"
"64805","64805","P2RY12"
"150248","150248","C22orf15"
"390445","390445","OR5AU1"
"23251","23251","MINAR1"
"204474","204474","PDILT"
"7369","7369","UMOD"
"2813","2813","GP2"
"9197","9197","SLC33A1"
"10073","10073","SNUPN"
"8738","8738","CRADD"
"25942","25942","SIN3A"
"200894","200894","ARL13B"
"6036","6036","RNASE2"
"64100","64100","ELSPBP1"
"6037","6037","RNASE3"
"5747","5747","PTK2"
"728194","728194","RSPH10B2"
"5724","5724","PTAFR"
"5780","5780","PTPN9"
"6039","6039","RNASE6"
"4881","4881","NPR1"
"51305","51305","KCNK9"
"3576","3576","CXCL8"
"6335","6335","SCN9A"
"166824","166824","RASSF6"
"169044","169044","COL22A1"
"6383","6383","SDC2"
"1043","1043","CD52"
"93380","93380","MMGT1"
"6699","6699","SPRR1B"
"6698","6698","SPRR1A"
"81127","81127","OR4K15"
"83877","83877","TM2D2"
"203100","203100","HTRA4"
"59339","59339","PLEKHA2"
"25932","25932","CLIC4"
"151258","151258","SLC38A11"
"1880","1880","GPR183"
"54544","54544","CRCT1"
"83987","83987","CCDC8"
"196074","196074","METTL15"
"129025","129025","ZNF280A"
"143662","143662","MUC15"
"54967","54967","CT55"
"9839","9839","ZEB2"
"2705","2705","GJB1"
"5093","5093","PCBP1"
"3094","3094","HINT1"
"285605","285605","DTWD2"
"7441","7441","VPREB1"
"9022","9022","CLIC3"
"283899","283899","INO80E"
"646","646","BNC1"
"1677","1677","DFFB"
"27247","27247","NFU1"
"84168","84168","ANTXR1"
"56287","56287","GKN1"
"150468","150468","CKAP2L"
"123207","123207","C15orf40"
"83640","83640","RAMAC"
"10887","10887","PROKR1"
"200558","200558","APLF"
"727851","727851","RGPD8"
"23119","23119","HIC2"
"7798","7798","LUZP1"
"284004","284004","HEXD"
"400892","400892","BCRP2"
"1816","1816","DRD5"
"699","699","BUB1"
"83985","83985","SPNS1"
"201255","201255","LRRC45"
"1138","1138","CHRNA5"
"4490","4490","MT1B"
"201254","201254","CENPX"
"10555","10555","AGPAT2"
"79058","79058","ASPSCR1"
"2815","2815","GP9"
"2194","2194","FASN"
"7555","7555","CNBP"
"4493","4493","MT1E"
"64118","64118","DUS1L"
"2873","2873","GPS1"
"5986","5986","RFNG"
"51181","51181","DCXR"
"7580","7580","ZNF32"
"9079","9079","LDB2"
"5881","5881","RAC3"
"145957","145957","NRG4"
"3987","3987","LIMS1"
"123591","123591","TMEM266"
"22871","22871","NLGN1"
"202018","202018","TAPT1"
"7360","7360","UGP2"
"50834","50834","TAS2R1"
"84894","84894","LINGO1"
"9081","9081","PRY"
"442862","442862","PRY2"
"3185","3185","HNRNPF"
"686","686","BTD"
"55454","55454","CSGALNACT2"
"6870","6870","TACR3"
"219409","219409","GSX1"
"5099","5099","PCDH7"
"6091","6091","ROBO1"
"3175","3175","ONECUT1"
"57099","57099","AVEN"
"5028","5028","P2RY1"
"1501","1501","CTNND2"
"81844","81844","TRIM56"
"140453","140453","MUC17"
"51327","51327","AHSP"
"7480","7480","WNT10B"
"163688","163688","CALML6"
"9185","9185","REPS2"
"94056","94056","SYAP1"
"3684","3684","ITGAM"
"260434","260434","PYDC1"
"8460","8460","TPST1"
"7104","7104","TM4SF4"
"163590","163590","TOR1AIP2"
"795","795","S100G"
"4071","4071","TM4SF1"
"23252","23252","OTUD3"
"161725","161725","OTUD7A"
"2990","2990","GUSB"
"8019","8019","BRD3"
"51621","51621","KLF13"
"9758","9758","FRMPD4"
"23414","23414","ZFPM2"
"92595","92595","ZNF764"
"65988","65988","ZNF747"
"79724","79724","ZNF768"
"83756","83756","TAS1R3"
"131616","131616","TMEM42"
"10746","10746","MAP3K2"
"126789","126789","PUSL1"
"83443","83443","SF3B5"
"7584","7584","ZNF35"
"201798","201798","TIGD4"
"126917","126917","IFFO2"
"57555","57555","NLGN2"
"4648","4648","MYO7B"
"1107","1107","CHD3"
"201799","201799","TMEM154"
"25924","25924","MYRIP"
"214","214","ALCAM"
"7532","7532","YWHAG"
"10477","10477","UBE2E3"
"116840","116840","CNTROB"
"58485","58485","TRAPPC1"
"131368","131368","ZPLD1"
"9196","9196","KCNAB3"
"327657","327657","SERPINA9"
"285596","285596","FAM153A"
"9283","9283","GPR37L1"
"375484","375484","SIMC1"
"201931","201931","TMEM192"
"51617","51617","NSG2"
"442590","442590","SPDYE5"
"866","866","SERPINA6"
"197320","197320","ZNF778"
"123606","123606","NIPA1"
"2298","2298","FOXD4"
"2848","2848","GPR25"
"7324","7324","UBE2E1"
"220988","220988","HNRNPA3"
"23235","23235","SIK2"
"57484","57484","RNF150"
"9720","9720","CCDC144A"
"245806","245806","VGLL2"
"3233","3233","HOXD4"
"1140","1140","CHRNB1"
"3238","3238","HOXD12"
"2993","2993","GYPA"
"84640","84640","USP38"
"9121","9121","SLC16A5"
"140838","140838","NANP"
"255239","255239","ANKK1"
"147","147","ADRA1B"
"56985","56985","ADPRM"
"2172","2172","FABP6"
"114825","114825","PWWP2A"
"373509","373509","USP50"
"55031","55031","USP47"
"10015","10015","PDCD6IP"
"259249","259249","MRGPRX1"
"7988","7988","ZNF212"
"56246","56246","MRAP"
"84140","84140","FAM161A"
"8427","8427","ZNF282"
"2720","2720","GLB1"
"84520","84520","GON7"
"10826","10826","FAXDC2"
"10491","10491","CRTAP"
"3316","3316","HSPB2"
"202865","202865","C7orf33"
"54714","54714","CNGB3"
"6588","6588","SLN"
"23587","23587","ELP5"
"152189","152189","CMTM8"
"11337","11337","GABARAP"
"284194","284194","LGALS9B"
"9482","9482","STX8"
"983","983","CDK1"
"7314","7314","UBB"
"4798","4798","NFRKB"
"2167","2167","FABP4"
"143162","143162","FRMPD2"
"56980","56980","PRDM10"
"10678","10678","B3GNT2"
"2353","2353","FOS"
"10972","10972","TMED10"
"6419","6419","SETMAR"
"4086","4086","SMAD1"
"1473","1473","CST5"
"1470","1470","CST2"
"2018","2018","EMX2"
"1469","1469","CST1"
"121340","121340","SP7"
"285966","285966","TCAF2"
"9723","9723","SEMA3E"
"10446","10446","LRRN2"
"7779","7779","SLC30A1"
"166614","166614","DCLK2"
"91752","91752","ZNF804A"
"55890","55890","GPRC5C"
"130827","130827","TMEM182"
"222008","222008","VSTM2A"
"3856","3856","KRT8"
"196374","196374","KRT78"
"136","136","ADORA2B"
"121214","121214","SDR9C7"
"4255","4255","MGMT"
"3892","3892","KRT86"
"3035","3035","HARS1"
"152518","152518","NFXL1"
"9119","9119","KRT75"
"160518","160518","DENND5B"
"929","929","CD14"
"202052","202052","DNAJC18"
"286887","286887","KRT6C"
"202051","202051","SPATA24"
"57148","57148","RALGAPB"
"84305","84305","PYM1"
"51237","51237","MZB1"
"3851","3851","KRT4"
"9963","9963","SLC23A1"
"121391","121391","KRT74"
"4862","4862","NPAS2"
"140807","140807","KRT72"
"3814","3814","KISS1"
"164832","164832","LONRF2"
"53343","53343","NUDT9"
"345275","345275","HSD17B13"
"5036","5036","PA2G4"
"170712","170712","COX7B2"
"79071","79071","ELOVL6"
"3889","3889","KRT83"
"5209","5209","PFKFB3"
"79905","79905","TMC7"
"23204","23204","ARL6IP1"
"5272","5272","SERPINB9"
"57228","57228","SMAGP"
"79192","79192","IRX1"
"1000","1000","CDH2"
"153572","153572","IRX2"
"133418","133418","EMB"
"10736","10736","SIX2"
"9229","9229","DLGAP1"
"6773","6773","STAT2"
"134492","134492","NUDCD2"
"26145","26145","IRF2BP1"
"441639","441639","OR9K2"
"3308","3308","HSPA4"
"3171","3171","FOXA3"
"375611","375611","SLC26A5"
"28991","28991","COMMD5"
"6444","6444","SGCD"
"121355","121355","GTSF1"
"349152","349152","DPY19L2P2"
"7564","7564","ZNF16"
"83787","83787","ARMC10"
"80196","80196","RNF34"
"98","98","ACYP2"
"80305","80305","TRABD"
"11016","11016","ATF7"
"100271927","100271927","RASA4B"
"9306","9306","SOCS6"
"347273","347273","CAVIN4"
"26496","26496","OR10A3"
"162979","162979","ZNF296"
"26343","26343","OR5E1P"
"3219","3219","HOXB9"
"284076","284076","TTLL6"
"5429","5429","POLH"
"143425","143425","SYT9"
"3790","3790","KCNS3"
"27288","27288","RBMXL2"
"3799","3799","KIF5B"
"2861","2861","GPR37"
"11214","11214","AKAP13"
"89882","89882","TPD52L3"
"55038","55038","CDCA4"
"283297","283297","OR10A4"
"195814","195814","SDR16C5"
"143241","143241","DYDC1"
"341276","341276","OR10A2"
"79145","79145","CHCHD7"
"94031","94031","HTRA3"
"3344","3344","FOXN2"
"442721","442721","LMOD2"
"8419","8419","BFSP2"
"2492","2492","FSHR"
"1057","1057","CELP"
"84669","84669","USP32"
"1056","1056","CEL"
"8493","8493","PPM1D"
"2850","2850","GPR27"
"5675","5675","PSG6"
"25948","25948","KBTBD2"
"84864","84864","RIOX2"
"51499","51499","TRIAP1"
"79166","79166","LILRP2"
"27258","27258","LSM3"
"9778","9778","KIAA0232"
"9788","9788","MTSS1"
"79188","79188","TMEM43"
"11236","11236","RNF139"
"6203","6203","RPS9"
"5319","5319","PLA2G1B"
"54360","54360","CYTL1"
"79042","79042","TSEN34"
"7200","7200","TRH"
"2941","2941","GSTA4"
"84437","84437","MSANTD4"
"4696","4696","NDUFA3"
"126014","126014","OSCAR"
"85315","85315","PAQR8"
"11162","11162","NUDT6"
"100190939","100190939","TPT1-AS1"
"26115","26115","TANC2"
"56156","56156","TEX13B"
"5314","5314","PKHD1"
"120526","120526","DNAJC24"
"85509","85509","MBD3L1"
"90338","90338","ZNF160"
"5232","5232","PGK2"
"219858","219858","OR8B12"
"55786","55786","ZNF415"
"112464","112464","CAVIN3"
"1084","1084","CEACAM3"
"341019","341019","DCDC1"
"3037","3037","HAS2"
"80310","80310","PDGFD"
"10761","10761","PLAC1"
"414301","414301","DDI1"
"1901","1901","S1PR1"
"90161","90161","HS6ST2"
"26108","26108","PYGO1"
"80131","80131","LRRC8E"
"5569","5569","PKIA"
"286046","286046","XKR6"
"203062","203062","TSNARE1"
"2358","2358","FPR2"
"2357","2357","FPR1"
"160065","160065","PATE1"
"347468","347468","OR13H1"
"9637","9637","FEZ2"
"83595","83595","SOX7"
"203076","203076","C8orf74"
"53838","53838","C11orf24"
"100125556","100125556","FAM86JP"
"238","238","ALK"
"883","883","KYAT1"
"4534","4534","MTM1"
"284367","284367","SIGLEC17P"
"29989","29989","OBP2B"
"55006","55006","TRMT61B"
"3643","3643","INSR"
"55669","55669","MFN1"
"155038","155038","GIMAP8"
"4902","4902","NRTN"
"27094","27094","KCNMB3"
"2525","2525","FUT3"
"170850","170850","KCNG3"
"155066","155066","ATP6V0E2"
"5581","5581","PRKCE"
"26248","26248","OR2K2"
"84522","84522","JAGN1"
"117579","117579","RLN3"
"10474","10474","TADA3"
"9655","9655","SOCS5"
"29071","29071","C1GALT1C1"
"118812","118812","MORN4"
"79894","79894","ZNF672"
"55657","55657","ZNF692"
"203245","203245","NAIF1"
"64080","64080","RBKS"
"26245","26245","OR2M4"
"2897","2897","GRIK1"
"4589","4589","MUC7"
"58503","58503","OPRPN"
"10879","10879","SMR3B"
"84233","84233","TMEM126A"
"55863","55863","TMEM126B"
"81603","81603","TRIM8"
"81831","81831","NETO2"
"1448","1448","CSN3"
"49861","49861","CLDN20"
"55561","55561","CDC42BPG"
"51282","51282","SCAND1"
"3726","3726","JUNB"
"219738","219738","FAM241B"
"140738","140738","TMEM37"
"7364","7364","UGT2B7"
"116844","116844","LRG1"
"79801","79801","SHCBP1"
"25928","25928","SOSTDC1"
"4884","4884","NPTX1"
"283742","283742","FAM98B"
"90594","90594","ZNF439"
"126070","126070","ZNF440"
"2548","2548","GAA"
"124583","124583","CANT1"
"3777","3777","KCNK3"
"84287","84287","ZDHHC16"
"50515","50515","CHST11"
"51013","51013","EXOSC1"
"5223","5223","PGAM1"
"55636","55636","CHD7"
"157570","157570","ESCO2"
"3880","3880","KRT19"
"3866","3866","KRT15"
"541468","541468","LURAP1"
"8687","8687","KRT38"
"1184","1184","CLCN5"
"11076","11076","TPPP"
"3752","3752","KCND3"
"8862","8862","APLN"
"84616","84616","KRTAP4-4"
"3860","3860","KRT13"
"170626","170626","XAGE3"
"3857","3857","KRT9"
"170627","170627","XAGE5"
"27115","27115","PDE7B"
"64979","64979","MRPL36"
"51545","51545","ZNF581"
"9","9","NAT1"
"54474","54474","KRT20"
"392465","392465","GLOD5"
"283455","283455","KSR2"
"147807","147807","ZNF524"
"4163","4163","MCC"
"342574","342574","KRT27"
"57684","57684","ZBTB26"
"8941","8941","CDK5R2"
"92126","92126","DSEL"
"9533","9533","POLR1C"
"171023","171023","ASXL1"
"65989","65989","DLK2"
"54811","54811","ZNF562"
"24149","24149","ZNF318"
"93134","93134","ZNF561"
"147179","147179","WIPF2"
"84525","84525","HOPX"
"26735","26735","OR1L3"
"280657","280657","SSX6P"
"126206","126206","NLRP5"
"84230","84230","LRRC8C"
"389852","389852","SPACA5"
"26156","26156","RSL1D1"
"55144","55144","LRRC8D"
"133558","133558","MROH2B"
"138881","138881","OR1L8"
"5481","5481","PPID"
"138882","138882","OR1N2"
"255631","255631","COL24A1"
"2110","2110","ETFDH"
"138883","138883","OR1N1"
"59350","59350","RXFP1"
"23566","23566","LPAR3"
"5734","5734","PTGER4"
"6902","6902","TBCA"
"4761","4761","NEUROD2"
"4135","4135","MAP6"
"23440","23440","OTP"
"9427","9427","ECEL1"
"598","598","BCL2L1"
"2266","2266","FGG"
"2243","2243","FGA"
"341152","341152","OR2AT4"
"2244","2244","FGB"
"5356","5356","PLRG1"
"201514","201514","ZNF584"
"1826","1826","DSCAM"
"64446","64446","DNAI2"
"10316","10316","NMUR1"
"22883","22883","CLSTN1"
"51523","51523","CXXC5"
"10782","10782","ZNF274"
"5293","5293","PIK3CD"
"171558","171558","PTCRA"
"84275","84275","SLC25A33"
"8507","8507","ENC1"
"80176","80176","SPSB1"
"5031","5031","P2RY6"
"2186","2186","BPTF"
"170591","170591","S100Z"
"284307","284307","ZIK1"
"27197","27197","GPR82"
"344887","344887","NMRAL2P"
"2857","2857","GPR34"
"57449","57449","PLEKHG5"
"55729","55729","ATF7IP"
"198437","198437","LKAAEAR1"
"10287","10287","RGS19"
"6919","6919","TCEA2"
"1673","1673","DEFB4A"
"203859","203859","ANO5"
"8841","8841","HDAC3"
"284680","284680","SPATA46"
"10243","10243","GPHN"
"57687","57687","VAT1L"
"55092","55092","TMEM51"
"23261","23261","CAMTA1"
"3960","3960","LGALS4"
"151827","151827","LRRC34"
"5053","5053","PAH"
"79029","79029","SPATA5L1"
"2628","2628","GATM"
"93426","93426","SYCE1"
"115861","115861","NXNL1"
"115727","115727","RASGRP4"
"4807","4807","NHLH1"
"200172","200172","SLFNL1"
"596","596","BCL2"
"83695","83695","RHNO1"
"1503","1503","CTPS1"
"8433","8433","UTF1"
"85442","85442","KNDC1"
"83889","83889","WDR87"
"92342","92342","METTL18"
"54777","54777","CFAP46"
"1296","1296","COL8A2"
"170394","170394","PWWP2B"
"29930","29930","PCDHB1"
"163255","163255","ZNF540"
"10218","10218","ANGPTL7"
"144699","144699","FBXL14"
"5394","5394","EXOSC10"
"148268","148268","ZNF570"
"4815","4815","NINJ2"
"4300","4300","MLLT3"
"55138","55138","FAM90A1"
"6241","6241","RRM2"
"51112","51112","TRAPPC12"
"3456","3456","IFNB1"
"6227","6227","RPS21"
"719","719","C3AR1"
"55178","55178","MRM3"
"5728","5728","PTEN"
"6201","6201","RPS7"
"23627","23627","PRND"
"246243","246243","RNASEH1"
"5621","5621","PRNP"
"128209","128209","KLF17"
"146","146","ADRA1D"
"84978","84978","FRMD5"
"361","361","AQP4"
"554202","554202","MIR31HG"
"57834","57834","CYP4F11"
"83660","83660","TLN2"
"654346","654346","LGALS9C"
"51030","51030","TVP23B"
"10517","10517","FBXW10"
"7764","7764","ZNF217"
"653464","653464","SRGAP2C"
"7857","7857","SCG2"
"91647","91647","ATPAF2"
"126410","126410","CYP4F22"
"27023","27023","FOXB1"
"10465","10465","PPIH"
"83450","83450","DRC3"
"126295","126295","ZNF57"
"149840","149840","SHLD1"
"221037","221037","JMJD1C"
"92483","92483","LDHAL6B"
"11346","11346","SYNPO"
"80032","80032","ZNF556"
"4118","4118","MAL"
"115196","115196","ZNF554"
"83452","83452","RAB33B"
"7064","7064","THOP1"
"728747","728747","ANKRD20A4P"
"5068","5068","REG3A"
"2596","2596","GAP43"
"5968","5968","REG1B"
"253152","253152","EPHX4"
"3913","3913","LAMB2"
"10869","10869","USP19"
"5859","5859","QARS1"
"94103","94103","ORMDL3"
"8293","8293","SERF1A"
"8462","8462","KLF11"
"131578","131578","LRRC15"
"6606","6606","SMN1"
"9451","9451","EIF2AK3"
"200523","200523","TEX37"
"126308","126308","MOB3A"
"51315","51315","KRCC1"
"10201","10201","NME6"
"54205","54205","CYCS"
"926","926","CD8B"
"55106","55106","SLFN12"
"794","794","CALB2"
"285335","285335","SLC9C1"
"8383","8383","OR1A1"
"120586","120586","OR8I2"
"353134","353134","LCE1D"
"6356","6356","CCL11"
"257019","257019","FRMD3"
"6641","6641","SNTB1"
"27085","27085","MTBP"
"79736","79736","TEFM"
"28998","28998","MRPL13"
"10892","10892","MALT1"
"5617","5617","PRL"
"3669","3669","ISG20"
"219429","219429","OR4C11"
"154141","154141","MBOAT1"
"3400","3400","ID4"
"119764","119764","OR4X2"
"2845","2845","GPR22"
"10663","10663","CXCR6"
"1051","1051","CEBPB"
"566","566","AZU1"
"7177","7177","TPSAB1"
"474","474","ATOH1"
"10605","10605","PAIP1"
"64581","64581","CLEC7A"
"375444","375444","C5orf34"
"114900","114900","C1QTNF4"
"94009","94009","SERHL"
"257194","257194","NEGR1"
"7690","7690","ZNF131"
"140733","140733","MACROD2"
"1798","1798","DPAGT1"
"682","682","BSG"
"25988","25988","HINFP"
"390201","390201","OR10V1"
"253782","253782","CERS6"
"55304","55304","SPTLC3"
"55352","55352","COPRS"
"112858","112858","TP53RK"
"8708","8708","B3GALT1"
"160364","160364","CLEC12A"
"669","669","BPGM"
"10248","10248","POP7"
"199857","199857","ALG14"
"8801","8801","SUCLG2"
"80765","80765","STARD5"
"27254","27254","CSDC2"
"10231","10231","RCAN2"
"3603","3603","IL16"
"64137","64137","ABCG4"
"2783","2783","GNB2"
"220136","220136","CFAP53"
"390191","390191","OR5B12"
"390190","390190","OR5B2"
"84331","84331","MCRIP2"
"9854","9854","C2CD2L"
"9915","9915","ARNT2"
"55970","55970","GNG12"
"83886","83886","PRSS27"
"51778","51778","MYOZ2"
"171024","171024","SYNPO2"
"150353","150353","DNAJB7"
"10978","10978","CLP1"
"10022","10022","INSL5"
"146779","146779","EFCAB3"
"143941","143941","TTC36"
"221421","221421","RSPH9"
"150678","150678","COPS9"
"54676","54676","GTPBP2"
"55277","55277","FGGY"
"283189","283189","OR9G4"
"53342","53342","IL17D"
"124221","124221","PRSS30P"
"10690","10690","FUT9"
"9338","9338","TCEAL1"
"7572","7572","ZNF24"
"79694","79694","MANEA"
"142684","142684","RAB40A"
"79919","79919","MAB21L4"
"189","189","AGXT"
"390154","390154","OR5T3"
"4299","4299","AFF1"
"134526","134526","ACOT12"
"9158","9158","FIBP"
"57571","57571","CARNS1"
"284433","284433","OR10H5"
"54971","54971","BANP"
"5499","5499","PPP1CA"
"3054","3054","HCFC1"
"170370","170370","FAM170B"
"1521","1521","CTSW"
"348938","348938","NIPAL4"
"118430","118430","MUCL1"
"54221","54221","SNTG2"
"408263","408263","FNDC9"
"5139","5139","PDE3A"
"10125","10125","RASGRP1"
"89857","89857","KLHL6"
"118487","118487","CHCHD1"
"122704","122704","MRPL52"
"10924","10924","SMPDL3A"
"27289","27289","RND1"
"5883","5883","RAD9A"
"30008","30008","EFEMP2"
"121275","121275","OR10AD1"
"729092","729092","AGAP5"
"253725","253725","WASHC2C"
"80194","80194","TMEM134"
"64393","64393","ZMAT3"
"93550","93550","ZFAND4"
"387357","387357","THEMIS"
"148203","148203","ZNF738"
"341116","341116","MS4A10"
"91607","91607","SLFN11"
"6363","6363","CCL19"
"57175","57175","CORO1B"
"84750","84750","FUT10"
"55222","55222","LRRC20"
"80198","80198","MUS81"
"29942","29942","PURG"
"221468","221468","TMEM217"
"169270","169270","ZNF596"
"256076","256076","COL6A5"
"1072","1072","CFL1"
"23023","23023","TMCC1"
"79612","79612","NAA16"
"90288","90288","EFCAB12"
"81341","81341","OR10W1"
"80011","80011","PSME3IP1"
"339122","339122","RAB43"
"283985","283985","FADS6"
"3222","3222","HOXC5"
"326624","326624","RAB37"
"167227","167227","DCP2"
"254122","254122","SNX32"
"6169","6169","RPL38"
"9420","9420","CYP7B1"
"5017","5017","OVOL1"
"5916","5916","RARG"
"283848","283848","CES4A"
"23491","23491","CES3"
"54961","54961","SSH3"
"8824","8824","CES2"
"57546","57546","PDP2"
"6670","6670","SP3"
"3849","3849","KRT2"
"1657","1657","DMXL1"
"254042","254042","METAP1D"
"285268","285268","ZNF621"
"51162","51162","EGFL7"
"55191","55191","NADSYN1"
"1717","1717","DHCR7"
"399923","399923","ACTE1P"
"206338","206338","LVRN"
"26960","26960","NBEA"
"84153","84153","RNASEH2C"
"26579","26579","MYEOV"
"338692","338692","ANKRD13D"
"116535","116535","MRGPRF"
"4615","4615","MYD88"
"116512","116512","MRGPRD"
"9943","9943","OXSR1"
"9390","9390","SLC22A13"
"23133","23133","PHF8"
"253558","253558","LCLAT1"
"130","130","ADH6"
"541471","541471","MIR4435-2HG"
"150165","150165","XKR3"
"10524","10524","KAT5"
"344558","344558","SH3RF3"
"727936","727936","GXYLT2"
"60495","60495","HPSE2"
"79877","79877","DCAKD"
"10777","10777","ARPP21"
"93624","93624","TADA2B"
"257236","257236","CCDC96"
